X,Y
8.34752059620002,2.8705847834972777
3.2444034820225873,2.4200017557947984
2.1480873558316316,9.020958811301542
7.066837147089427,9.789295476756683
1.5865951492482466,8.3177351940329
5.611726665433844,8.614076823953038
3.1493877436637674,6.035413554858923
0.9204372638943092,4.708756730365559
3.7564952806989282,8.484452196732162
9.265785760285548,4.245586720876032
7.8059432704964635,8.19934962041422
5.693517033373112,2.8039440337329147
3.4116376329915363,8.501099244459937
0.2991005962187765,8.405424621900277
8.255701489654214,5.783451735077243
1.4730853810994704,2.3385067519839673
1.4379158324464714,3.3402633467203646
1.3811883875724407,1.7456250602842904
6.45612711839055,2.395360030595013
9.0687870885122,1.036460503401121
2.906904097997712,3.113638845534712
4.791875647963258,9.749908851727062
0.43066177769953806,3.0451875949615212
1.2599309431917893,9.185278339691473
1.6162679246767742,5.047496868949217
7.406700889253347,9.937801719073097
0.2557768738121291,1.5630777232715354
9.258643698353877,6.499546916252422
8.222825679790688,1.2689348995208438
3.2269666878549796,5.1744420385019465
3.4265426165786907,2.9745933435732463
4.89795224530385,2.207876496001504
0.8595010023461158,3.6353317024654386
3.0288781410698196,3.1524116767672625
3.5492119076838557,7.561021804351751
5.584770518693144,3.837837399494255
2.875990785165763,4.190952322064518
7.5371740327285455,0.10521914515450259
0.23133779107369135,8.57794339203198
9.405766429770942,2.589778361944309
0.08536726195429667,2.04722238029305
2.8241570169227073,3.4339674434242773
1.2488221718289316,5.026221599777085
7.0995975635530755,1.6175545773657707
9.982677970216097,9.492963071571626
7.806619659209703,7.797999457207531
1.625532747889069,5.968067103573132
0.6876087375865914,3.6357130711752284
0.48925263611303893,1.429208541538558
9.56286894785675,2.9420856091175396
5.500224328049562,6.841526256694274
5.882698779988633,7.534258445749721
6.974061486953418,8.450914753293537
3.927966675036431,7.470708361669161
7.228765697735961,7.751290172381502
2.492376584181717,0.7981942994646829
1.054788250803228,4.6426518573531395
3.7740689341161646,8.191201785318539
9.087119628964873,2.6633333187044315
0.4863581125628369,0.3053259716947643
7.316083725093491,7.441814669938751
3.336730137478374,0.9928584976673249
5.959049261983478,7.23028746414244
5.615934845276799,9.403819174017366
2.857516551534639,9.231351168828077
0.6028575219199017,2.1974345989819053
5.304494448232033,3.8949301142221007
2.7479247525730797,4.075500018862378
7.301496067921179,1.3726840435358012
9.387742429615564,9.239287200341696
7.9162748939374605,2.4840283421606832
5.97838943720715,5.098635904163222
5.419141266609238,6.305496869082057
2.7251030285460818,2.543588802091852
7.493895871417772,9.452370004829605
5.639778125374609,7.2213825120798685
6.67809399297,5.155326860063826
2.1560204153220064,0.6727623152909235
2.056002277251899,2.631632345267393
7.5306159599076015,9.295105709633134
0.9001719038650424,7.238269420569779
9.866469905366147,7.123090148583495
7.134093959242847,1.4218284855976504
4.7975996305389765,4.5607874941144555
1.1559118524938583,8.659442100748363
9.382734125526932,0.047087844298758785
6.570217087828433,6.822456836601541
1.756213616474589,1.464087759356354
1.1475827308753495,9.378753851293926
4.857421655769839,5.702268080609258
3.146669202060469,1.7132001948970377
3.964906624990393,1.070979613892552
0.836865358212896,2.749186655672969
0.6331877364341931,6.72179924675894
6.643525236490502,1.5590532177179028
9.30396530567856,9.383188727966097
8.780840162488024,8.307436661621283
7.251394553449066,5.069619871937952
4.562030667242295,0.225898098917805
1.821114945635226,1.6107457474486342
